Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",20-02-1968,16:00:00,Cosmos-3M (11K65M),Cosmos 203,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",02-03-1968,18:29:00,Proton K/Block D,Zond-4,Retired,108.84232047397124,Partial Failure
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",04-03-1968,13:06:00,Atlas-SLV3A Agena-D,OGO-5,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",05-03-1968,11:20:00,Cosmos-2I (63SM),Cosmos 204,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",05-03-1968,12:30:00,Voskhod,Cosmos 205,Retired,108.84232047397124,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",13-03-1968,19:55:00,Titan IIIB,OPS 5057,Retired,59.0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",14-03-1968,9:34:00,Vostok-2M,Cosmos 206,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",16-03-1968,12:30:00,Voskhod,Cosmos 207,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",21-03-1968,9:50:00,Voskhod,Cosmos 208,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",22-03-1968,9:30:00,Tsyklon-2A,Cosmos 209,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",03-04-1968,11:00:00,Voskhod,Cosmos 210,Retired,108.84232047397124,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",04-04-1968,12:00:00,Saturn V,Apollo 6,Retired,450.0,Partial Failure
General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",06-04-1968,9:59:00,Atlas-E/F OV1,OV1-13/OV1-14,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",07-04-1968,10:09:00,Molniya-M /Block L,Luna 14,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",09-04-1968,11:26:00,Cosmos-2I (63SM),Cosmos 211,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14-04-1968,10:00:00,Soyuz,Cosmos 212,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",15-04-1968,9:34:00,Soyuz,Cosmos 213,Retired,108.84232047397124,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",17-04-1968,17:00:00,Titan IIIB,OPS 5105,Retired,59.0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",18-04-1968,10:30:00,Voskhod,Cosmos 214,Retired,108.84232047397124,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",18-04-1968,22:29:00,Cosmos-2I (63SM),Cosmos 215,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20-04-1968,10:30:00,Voskhod,Cosmos 216,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",21-04-1968,4:20:00,Molniya-M /Block L,Molniya-1 nâ Â­10,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",22-04-1968,23:01:00,Proton K/Block D,Zond,Retired,108.84232047397124,Failure
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",24-04-1968,16:00:00,Tsyklon-2A,Cosmos 217,Retired,108.84232047397124,Partial Failure
RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan",25-04-1968,0:45:00,Tsyklon,Cosmos 218,Retired,108.84232047397124,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",26-04-1968,4:42:00,Cosmos-2I (63SM),Cosmos 219,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",07-05-1968,13:57:00,Cosmos-3M (11K65M),Cosmos 220,Retired,108.84232047397124,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",24-05-1968,7:04:00,Cosmos-2I (63SM),Cosmos 221,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",30-05-1968,20:29:00,Cosmos-2I (63SM),Cosmos 222,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",01-06-1968,10:50:00,Voskhod,Cosmos 223,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",04-06-1968,6:45:00,Voskhod,Cosmos 224,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",04-06-1968,18:45:00,Cosmos-3M (11K65M),Sfera #2,Retired,108.84232047397124,Failure
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",05-06-1968,17:31:00,Titan IIIB,OPS 5138,Retired,59.0,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",11-06-1968,21:29:00,Cosmos-2I (63SM),Cosmos 225,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",12-06-1968,13:14:00,Vostok-2M,Cosmos 226,Retired,108.84232047397124,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",13-06-1968,14:03:00,Titan IIIC,OPS 9341-9348,Retired,80.15555555555555,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",18-06-1968,16:15:00,Voskhod,Cosmos 227,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",21-06-1968,12:00:00,Voskhod,Cosmos 228,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",26-06-1968,11:00:00,Voskhod,Cosmos 229,Retired,108.84232047397124,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",05-07-1968,6:59:00,Cosmos-2I (63SM),Cosmos 230,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",05-07-1968,15:25:00,Molniya-M /Block L,Molniya-1 nâ Â­13,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10-07-1968,19:49:00,Voskhod,Cosmos 231,Retired,108.84232047397124,Success
General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",11-07-1968,19:30:00,Atlas-E/F OV1,OV1-15/OV1-16,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",16-07-1968,13:10:00,Voskhod,Cosmos 232,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",18-07-1968,19:59:00,Cosmos-2I (63SM),Cosmos 233,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",30-07-1968,7:00:00,Voskhod,Cosmos 234,Retired,108.84232047397124,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",06-08-1968,11:08:00,Atlas-SLV3A Agena-D,Canyon 1 (AFP-827),Retired,108.84232047397124,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",06-08-1968,16:33:00,Titan IIIB,OPS 5187,Retired,59.0,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",06-08-1968,18:30:00,Titan IIIB,OPS 5247,Retired,59.0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",09-08-1968,7:00:00,Voskhod,Cosmos 235,Retired,108.84232047397124,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",10-08-1968,22:33:00,Atlas-SLV3C Centaur-D,ATS-4,Retired,108.84232047397124,Partial Failure
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",16-08-1968,20:57:00,Atlas-SLV3 Burner-2,STP P68-1,Retired,108.84232047397124,Failure
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",27-08-1968,11:29:00,Cosmos-3 (11K65),Cosmos 236,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",27-08-1968,12:59:00,Voskhod,Cosmos 237,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",28-08-1968,10:04:00,Soyuz,Cosmos 238,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",05-09-1968,7:00:00,Voskhod,Cosmos 239,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14-09-1968,16:50:00,Voskhod,Cosmos 240,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",14-09-1968,21:42:00,Proton K/Block D,Zond-5,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",16-09-1968,12:30:00,Voskhod,Cosmos 241,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",20-09-1968,14:39:00,Cosmos-2I (63SM),Cosmos 242,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",23-09-1968,7:39:00,Voskhod,Cosmos 243,Retired,108.84232047397124,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",26-09-1968,7:37:00,Titan IIIC,"LES-6, OV2-5, OV5-2, OV5-4",Retired,80.15555555555555,Success
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",02-10-1968,13:35:00,Tsyklon,Cosmos 244,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",03-10-1968,12:59:00,Cosmos-2I (63SM),Cosmos 245,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",05-10-1968,0:32:00,Molniya-M /Block L,Molniya-1 nâ Â­14,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",07-10-1968,12:05:00,Voskhod,Cosmos 246,Retired,108.84232047397124,Partial Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",11-10-1968,12:05:00,Voskhod,Cosmos 247,Retired,108.84232047397124,Success
NASA,"LC-34, Cape Canaveral AFS, Florida, USA",11-10-1968,15:02:00,Saturn IB,Apollo 7,Retired,450.0,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",19-10-1968,4:20:00,Tsyklon-2A,Cosmos 248,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",20-10-1968,4:02:00,Tsyklon-2A,Cosmos 249,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",25-10-1968,9:00:00,Soyuz,Soyuz 2,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",26-10-1968,8:34:00,Soyuz,Soyuz 3,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30-10-1968,22:00:00,Cosmos-3M (11K65M),Cosmos 250,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",31-10-1968,9:14:00,Voskhod,Cosmos 251,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",01-11-1968,0:27:00,Tsyklon-2A,Cosmos 252,Retired,108.84232047397124,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",06-11-1968,19:10:00,Titan IIIB,OPS 5296,Retired,59.0,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",10-11-1968,19:11:00,Proton K/Block D,Zond-6,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",13-11-1968,12:00:00,Voskhod,Cosmos 253,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",16-11-1968,11:40:00,Proton K,Proton-4,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",21-11-1968,12:10:00,Voskhod,Cosmos 254,Retired,108.84232047397124,Success
CECLES,"LA-5B, RAAF Woomera Range Complex, Australia",29-11-1968,9:47:00,Europa 1,STV-1,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",29-11-1968,12:40:00,Voskhod,Cosmos 255,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30-11-1968,12:00:00,Cosmos-3M (11K65M),Cosmos 256,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",03-12-1968,14:52:00,Cosmos-2I (63SM),Cosmos 257,Retired,108.84232047397124,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",04-12-1968,19:23:00,Titan IIIB,OPS 6518,Retired,59.0,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",07-12-1968,8:40:00,Atlas-SLV3C Centaur-D,OAO-2,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10-12-1968,8:25:00,Voskhod,Cosmos 258,Retired,108.84232047397124,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",14-12-1968,5:09:00,Cosmos-2I (63SM),Cosmos 259,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",16-12-1968,9:15:00,Molniya-M /Block L,Cosmos 260,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",19-12-1968,23:55:00,Cosmos-2I (63SM),Cosmos 261,Retired,108.84232047397124,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",21-12-1968,12:51:00,Saturn V,Apollo 8,Retired,450.0,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",26-12-1968,9:45:00,Cosmos-2I (63SM),Cosmos 262,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",05-01-1969,6:28:00,Molniya-M /Block VL,Venera 5,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10-01-1969,5:51:00,Molniya-M /Block VL,Venera 6,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",12-01-1969,12:10:00,Voskhod,Cosmos 263,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14-01-1969,7:30:00,Soyuz,Soyuz 4,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",15-01-1969,7:04:00,Soyuz,Soyuz 5,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",20-01-1969,4:14:00,Proton K/Block D,Zond,Retired,108.84232047397124,Failure
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",22-01-1969,19:10:00,Titan IIIB,OPS 7585,Retired,59.0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",23-01-1969,9:15:00,Voskhod,Cosmos 264,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",25-01-1969,11:14:00,Tsyklon-2A,US-A nâ Â­5,Retired,108.84232047397124,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",01-02-1969,12:11:00,Vostok-2M,Meteor nâ Â­11,Retired,108.84232047397124,Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",07-02-1969,13:59:00,Cosmos-2I (63SM),Cosmos 265,Retired,108.84232047397124,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",09-02-1969,21:09:00,Titan IIIC,OPS-0757 (Tacsat),Retired,80.15555555555555,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",19-02-1969,6:48:00,Proton K/Block D,Luna-15a,Retired,108.84232047397124,Failure
RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan",21-02-1969,9:18:00,N1-L3,3L (Zond L1S-1),Retired,108.84232047397124,Failure
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",25-02-1969,1:29:00,Atlas-SLV3C Centaur-D,Mariner 6,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",25-02-1969,10:20:00,Voskhod,Cosmos 266,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",26-02-1969,8:30:00,Voskhod,Cosmos 267,Retired,108.84232047397124,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",03-03-1969,16:00:00,Saturn V,Apollo 9,Retired,450.0,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",04-03-1969,19:30:00,Titan IIIB,OPS 4248,Retired,59.0,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",05-03-1969,13:04:00,Cosmos-2I (63SM),Cosmos 268,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",05-03-1969,17:25:00,Cosmos-3M (11K65M),Cosmos 269,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",06-03-1969,12:15:00,Voskhod,Cosmos 270,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",15-03-1969,12:15:00,Voskhod,Cosmos 271,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-03-1969,16:40:00,Cosmos-3M (11K65M),Cosmos 272,Retired,108.84232047397124,Success
General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",18-03-1969,7:47:00,Atlas-E/F OV1,OV1-17/OV1-18/OV1-19,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",22-03-1969,12:15:00,Voskhod,Cosmos 273,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",24-03-1969,10:10:00,Voskhod,Cosmos 274,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",26-03-1969,12:30:00,Vostok-2M,Meteor nâ Â­12,Retired,108.84232047397124,Failure
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",27-03-1969,10:40:00,Proton K/Block D,M-69 Nâ Â­521,Retired,108.84232047397124,Failure
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",27-03-1969,22:22:00,Atlas-SLV3C Centaur-D,Mariner 7,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",28-03-1969,16:00:00,Cosmos-2I (63SM),Cosmos 275,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",02-04-1969,10:33:00,Proton K/Block D,M-69 ???522,Retired,108.84232047397124,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",04-04-1969,10:20:00,Voskhod,Cosmos 276,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",04-04-1969,13:00:00,Cosmos-2I (63SM),Cosmos 277,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",09-04-1969,13:00:00,Voskhod,Cosmos 278,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11-04-1969,2:30:00,Molniya-M /Block L,Molniya-1 nâ Â­16,Retired,108.84232047397124,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",13-04-1969,2:30:00,Atlas-SLV3A Agena-D,Canyon 2 (AFP-827),Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",15-04-1969,8:14:00,Voskhod,Cosmos 279,Retired,108.84232047397124,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",15-04-1969,17:30:00,Titan IIIB,OPS 5310,Retired,59.0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",23-04-1969,9:55:00,Voskhod,Cosmos 280,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",13-05-1969,9:15:00,Voskhod,Cosmos 281,Retired,108.84232047397124,Partial Failure
NASA,"LC-39B, Kennedy Space Center, Florida, USA",18-05-1969,16:49:00,Saturn V,Apollo 10,Retired,450.0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",20-05-1969,8:40:00,Voskhod,Cosmos 282,Retired,108.84232047397124,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",23-05-1969,7:57:00,Titan IIIC,"OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",Retired,80.15555555555555,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",27-05-1969,13:00:00,Cosmos-2I (63SM),Cosmos 283,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29-05-1969,6:59:00,Voskhod,Cosmos 284,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",03-06-1969,12:57:00,Cosmos-2I (63SM),Cosmos 285,Retired,108.84232047397124,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",03-06-1969,16:49:00,Titan IIIB,OPS 1077,Retired,59.0,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",12-06-1969,6:00:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",14-06-1969,23:59:00,Proton K/Block D,Luna-15b,Retired,108.84232047397124,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",15-06-1969,8:59:00,Voskhod,Cosmos 286,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",24-06-1969,6:50:00,Voskhod,Cosmos 287,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",27-06-1969,6:59:00,Voskhod,Cosmos 288,Retired,108.84232047397124,Success
CECLES,"LA-5B, RAAF Woomera Range Complex, Australia",03-07-1969,8:06:00,Europa 1,STV-2,Retired,108.84232047397124,Failure
RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan",03-07-1969,20:18:00,N1-L3,5L (Zond L1S-2),Retired,108.84232047397124,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",10-07-1969,9:00:00,Voskhod,Cosmos 289,Retired,108.84232047397124,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",16-07-1969,13:32:00,Saturn V,Apollo 11,Retired,450.0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",22-07-1969,12:30:00,Voskhod,Cosmos 290,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",22-07-1969,12:55:00,Molniya-M /Block L,Molniya-1 nâ Â­18,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",23-07-1969,9:00:00,Cosmos-2I (63SM),DS-P1-You #23,Retired,108.84232047397124,Failure
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",06-08-1969,5:40:00,Tsyklon-2,Cosmos 291,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",07-08-1969,23:48:00,Proton K/Block D,Zond-7,Retired,108.84232047397124,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",12-08-1969,11:01:00,Atlas-SLV3C Centaur-D,ATS-5,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",13-08-1969,22:00:00,Cosmos-3M (11K65M),Cosmos 292,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16-08-1969,11:59:00,Voskhod,Cosmos 293,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",19-08-1969,13:00:00,Voskhod,Cosmos 294,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",22-08-1969,14:14:00,Cosmos-2I (63SM),Cosmos 295,Retired,108.84232047397124,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",23-08-1969,16:00:00,Titan III(23)B,OPS 7807,Retired,59.650769230769235,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29-08-1969,9:05:00,Voskhod,Cosmos 296,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",02-09-1969,11:00:00,Voskhod,Cosmos 297,Retired,108.84232047397124,Success
RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",15-09-1969,16:00:00,Tsyklon,Cosmos 298,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",18-09-1969,8:40:00,Voskhod,Cosmos 299,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",23-09-1969,15:00:00,Proton K/Block D,Cosmos 300 (luna-16a),Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",24-09-1969,12:15:00,Voskhod,Cosmos 301,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",06-10-1969,1:45:00,Vostok-2M,Meteor nâ Â­13,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",11-10-1969,11:10:00,Soyuz,Soyuz 6,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12-10-1969,10:44:00,Soyuz,Soyuz 7,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",13-10-1969,10:19:00,Soyuz,Soyuz 8,Retired,108.84232047397124,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",14-10-1969,13:19:00,Cosmos-2I (63SM),Intercosmos-1,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",17-10-1969,11:45:00,Voskhod,Cosmos 302,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",18-10-1969,10:00:00,Cosmos-2I (63SM),Cosmos 303,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21-10-1969,12:49:00,Cosmos-3M (11K65M),Cosmos 304,Retired,108.84232047397124,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",22-10-1969,14:09:00,Proton K/Block D,Cosmos 305 (Luna-16b),Retired,108.84232047397124,Failure
