Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
NASA,"LC-39A, Kennedy Space Center, Florida, USA",12-01-1986,11:55:00,Space Shuttle Columbia,STS-61-C,Retired,450.0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",16-01-1986,11:38:00,Cosmos-3M (11K65M),Cosmos 1725,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",17-01-1986,7:21:00,Tsyklon-3,Cosmos 1726,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",23-01-1986,18:52:00,Cosmos-3M (11K65M),Cosmos 1727,Retired,108.84232047397124,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",28-01-1986,16:38:00,Space Shuttle Challenger,STS-51-L,Retired,450.0,Failure
CASC,"LC-3, Xichang Satellite Launch Center, China",01-02-1986,12:27:00,Long March 3,DFH-2A-T1,Retired,39.13066945606695,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",01-02-1986,18:11:00,Molniya-M /Block 2BL,Cosmos 1729,Retired,108.84232047397124,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",09-02-1986,10:06:00,Atlas-H MSD,NOSS-8,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",11-02-1986,6:56:00,Tsyklon-3,Cosmos 1732,Retired,108.84232047397124,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",12-02-1986,7:55:00,N-II Star-37E,Yuri 2b,Retired,95.1923076923077,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",19-02-1986,23:04:00,Tsyklon-3,Cosmos 1733,Retired,108.84232047397124,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",22-02-1986,1:44:00,Ariane 1,SPOT-1 & Viking,Retired,140.87596899224806,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",27-02-1986,1:44:00,Tsyklon-2,Cosmos 1735,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",21-03-1986,10:05:00,Tsyklon-2,Cosmos 1736,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",25-03-1986,19:26:00,Tsyklon-2,Cosmos 1737,Retired,108.84232047397124,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",28-03-1986,23:30:00,Ariane 3,"GStar-2, Brasilsat-A2",Retired,140.87596899224806,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17-04-1986,21:02:00,Cosmos-3M (11K65M),Cosmos 1741,Retired,108.84232047397124,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",18-04-1986,18:45:00,Titan 34D,KH-9,Retired,80.15555555555555,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",18-04-1986,19:50:00,Molniya-M /Block ML,Molniya-3 nâ Â­122,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",15-05-1986,4:26:00,Tsyklon-3,Cosmos 1743,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",23-05-1986,12:54:00,Cosmos-3M (11K65M),Cosmos 1745,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",27-05-1986,9:29:00,Tsyklon-3,Meteor-2 nâ Â­14,Retired,108.84232047397124,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",31-05-1986,0:53:00,Ariane 2,Intelsat-5A 14,Retired,140.87596899224806,Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",06-06-1986,3:57:00,Cosmos-3M (11K65M),Cosmos 1748 to 1755,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",12-06-1986,4:42:00,Tsyklon-3,Cosmos 1758,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",18-06-1986,20:03:00,Cosmos-3M (11K65M),Cosmos 1759,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",19-06-1986,21:09:00,Molniya-M /Block ML,Molniya-3 nâ Â­123,Retired,108.84232047397124,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",05-07-1986,1:16:00,Molniya-M /Block 2BL,Cosmos 1761,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",16-07-1986,4:21:00,Cosmos-3M (11K65M),Cosmos 1763,Retired,108.84232047397124,Partial Failure
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",28-07-1986,21:08:00,Tsyklon-3,Cosmos 1766,Retired,108.84232047397124,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",30-07-1986,8:30:00,Zenit-2,Cosmos 1767,Retired,108.84232047397124,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",30-07-1986,15:05:00,Molniya-M /Block ML,Molniya-1 nâ Â­124,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",04-08-1986,5:08:00,Tsyklon-2,Cosmos 1769,Retired,108.84232047397124,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",12-08-1986,20:45:00,H-I (9 SO),"Fuji 1a, Jindai & Ajisai",Retired,95.1923076923077,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",20-08-1986,12:58:00,Tsyklon-2,Cosmos 1771,Retired,108.84232047397124,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",28-08-1986,8:02:00,Molniya-M /Block 2BL,Cosmos 1774,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",03-09-1986,9:00:00,Cosmos-3M (11K65M),Cosmos 1776,Retired,108.84232047397124,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",05-09-1986,9:12:00,Molniya-M /Block ML,Molniya-1 nâ Â­125,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",10-09-1986,1:45:00,Cosmos-3M (11K65M),Cosmos 1777,Retired,108.84232047397124,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",17-09-1986,15:52:00,Atlas-E/F Star-37S-ISS,NOAA-G,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",30-09-1986,18:33:00,Tsyklon-3,Cosmos 1782,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",03-10-1986,13:05:00,Molniya-M /Block 2BL,Cosmos 1783,Retired,108.84232047397124,Partial Failure
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",06-10-1986,5:40:00,Long March 2C,FSW-0 No.8,Active,30.8,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",15-10-1986,5:24:00,Tsyklon-3,Cosmos 1786 to 1791,Retired,108.84232047397124,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",15-10-1986,9:29:00,Molniya-M /Block 2BL,Cosmos 1785,Retired,108.84232047397124,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",20-10-1986,8:49:00,Molniya-M /Block ML,Molniya-3 nâ Â­126,Retired,108.84232047397124,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",22-10-1986,8:00:00,Zenit-2,Cosmos 1786 & EPN nâ Â­3,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",27-10-1986,12:40:00,Cosmos-3M (11K65M),Cosmos 1788,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",13-11-1986,6:10:00,Cosmos-3M (11K65M),Cosmos 1791,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",15-11-1986,21:35:00,Molniya-M /Block ML,Molniya-1 nâ Â­127,Retired,108.84232047397124,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",20-11-1986,12:09:00,Molniya-M /Block 2BL,Cosmos 1793,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-11-1986,2:00:00,Cosmos-3M (11K65M),Cosmos 1794 to 1801,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",24-11-1986,21:43:00,Cosmos-3M (11K65M),Cosmos 1802,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",02-12-1986,7:00:00,Tsyklon-3,Cosmos 1803,Retired,108.84232047397124,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",05-12-1986,2:30:00,Atlas-G Centaur-D1AR,FLTSATCOM-7,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",10-12-1986,7:30:00,Tsyklon-3,Cosmos 1805,Retired,108.84232047397124,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",12-12-1986,18:35:00,Molniya-M /Block 2BL,Cosmos 1806,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17-12-1986,17:02:00,Cosmos-3M (11K65M),Cosmos 1808,Retired,108.84232047397124,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",25-12-1986,23:59:00,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,108.84232047397124,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",26-12-1986,15:25:00,Molniya-M /Block ML,Molniya-1 nâ Â­128,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",05-01-1987,1:19:00,Tsyklon-3,Meteor-2 nâ Â­15,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",14-01-1987,9:04:00,Tsyklon-3,Cosmos 1812,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-01-1987,9:10:00,Cosmos-3M (11K65M),Cosmos 1814,Retired,108.84232047397124,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",22-01-1987,7:00:00,Cosmos-3M (11K65M),Cosmos 1815,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",22-01-1987,16:06:00,Molniya-M /Block ML,Molniya-3 nâ Â­129,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-01-1987,6:14:00,Cosmos-3M (11K65M),Cosmos 1816,Retired,108.84232047397124,Partial Failure
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",01-02-1987,23:30:00,Tsyklon-2,Cosmos 1818,Retired,108.84232047397124,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",05-02-1987,6:30:00,Mu-III S2,Ginga,Retired,108.84232047397124,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",12-02-1987,0:00:00,Titan III(34)B Agena-D,Quasar 7,Retired,80.15555555555555,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",14-02-1987,8:30:00,Zenit-2,Cosmos 1820,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",18-02-1987,13:53:00,Cosmos-3M (11K65M),Cosmos 1821,Retired,108.84232047397124,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",19-02-1987,1:23:00,N-II,Momo 1a,Retired,95.1923076923077,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",20-02-1987,4:43:00,Tsyklon-3,Cosmos 1823,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",03-03-1987,15:02:00,Tsyklon-3,Cosmos 1825,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",13-03-1987,13:12:00,Tsyklon-3,Cosmos 1827 to 1832,Retired,108.84232047397124,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",18-03-1987,8:30:00,Zenit-2,Cosmos 1833,Retired,108.84232047397124,Success
ISRO,"SLV LP, Satish Dhawan Space Centre, India",24-03-1987,6:39:00,ASLV,SROSS-A,Retired,32.49295774647887,Failure
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",26-03-1987,21:22:00,Atlas-G Centaur-D1AR,FLTSATCOM-6,Retired,108.84232047397124,Failure
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",08-04-1987,3:51:00,Tsyklon-2,Cosmos 1834,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",26-04-1987,23:59:00,Tsyklon-3,Cosmos 1842,Retired,108.84232047397124,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",13-05-1987,5:40:00,Zenit-2,Cosmos 1844,Retired,108.84232047397124,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",15-05-1987,15:45:00,Atlas-H MSD,NOSS-9,Retired,108.84232047397124,Success
RVSN USSR,"Site 250, Baikonur Cosmodrome, Kazakhstan",15-05-1987,17:30:00,Energiya/Polyus,Polyus Space Station,Retired,108.84232047397124,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",04-06-1987,18:50:00,Molniya-M /Block 2BL,Cosmos 1849,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",09-06-1987,14:45:00,Cosmos-3M (11K65M),Cosmos 1850,Retired,108.84232047397124,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",12-06-1987,7:40:00,Molniya-M /Block 2BL,Cosmos 1851,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",16-06-1987,17:51:00,Cosmos-3M (11K65M),Cosmos 1852 to 1859,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",18-06-1987,21:33:00,Tsyklon-2,Cosmos 1860,Retired,108.84232047397124,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",20-06-1987,2:34:00,Atlas-E/F Star-37S-ISS,DMSP 5D-2/F8,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",23-06-1987,7:37:00,Cosmos-3M (11K65M),Cosmos 1861,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",01-07-1987,19:35:00,Tsyklon-3,Cosmos 1862,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06-07-1987,21:59:00,Cosmos-3M (11K65M),Cosmos 1864,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",10-07-1987,15:35:00,Tsyklon-2,Cosmos 1867,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",14-07-1987,14:00:00,Cosmos-3M (11K65M),Cosmos 1868,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",16-07-1987,4:25:00,Tsyklon-3,Cosmos 1869,Retired,108.84232047397124,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",01-08-1987,3:59:00,Zenit-2,Cosmos 1871,Retired,108.84232047397124,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",05-08-1987,6:39:00,Long March 2C,FSW-0 No.9,Active,30.8,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",18-08-1987,2:26:00,Tsyklon-3,Meteor-2 nâ Â­16,Retired,108.84232047397124,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",27-08-1987,9:20:00,H-I UM-129A (9SO),Kiku 5,Retired,95.1923076923077,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",28-08-1987,8:20:00,Zenit-2,Cosmos 1873,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",07-09-1987,23:50:00,Tsyklon-3,Cosmos 1875 to 1880,Retired,108.84232047397124,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",09-09-1987,7:15:00,Long March 2C,FSW-1 No.1,Active,30.8,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",16-09-1987,0:45:00,Ariane 3,"Aussat-A3, Eutelsat 1-F4",Retired,140.87596899224806,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",10-10-1987,21:48:00,Tsyklon-2,Cosmos 1890,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",14-10-1987,12:35:00,Cosmos-3M (11K65M),Cosmos 1891,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",20-10-1987,9:08:00,Tsyklon-3,Cosmos 1892,Retired,108.84232047397124,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",26-10-1987,21:32:00,Titan 34D,USA-27 (KH-11),Retired,80.15555555555555,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",21-11-1987,2:19:00,Ariane 2,TVSAT-1,Retired,140.87596899224806,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",29-11-1987,3:27:00,Titan 34D,DSP-13,Retired,80.15555555555555,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",01-12-1987,14:15:00,Cosmos-3M (11K65M),Cosmos 1898,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",12-12-1987,5:40:00,Tsyklon-2,Cosmos 1900,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",15-12-1987,13:30:00,Cosmos-3M (11K65M),Cosmos 1902,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",21-12-1987,22:35:00,Molniya-M /Block 2BL,Cosmos 1903,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",23-12-1987,20:22:00,Cosmos-3M (11K65M),Cosmos 1904,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",15-01-1988,3:49:00,Tsyklon-3,Cosmos 1909 to 1914,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",30-01-1988,10:59:00,Tsyklon-3,Meteor-2 nâ Â­17,Retired,108.84232047397124,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",03-02-1988,5:53:00,Atlas-E/F Star-37S-ISS,DMSP 5D-2/F9,Retired,108.84232047397124,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",19-02-1988,10:05:00,H-I UM-129A (9SO),Sakura 3A,Retired,95.1923076923077,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",26-02-1988,9:31:00,Molniya-M /Block 2BL,Cosmos 1922,Retired,108.84232047397124,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",07-03-1988,12:41:00,Long March 3,DFH-2A-T2,Retired,39.13066945606695,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",11-03-1988,0:18:00,Cosmos-3M (11K65M),Cosmos 1924 to 1931,Retired,108.84232047397124,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11-03-1988,6:38:00,Molniya-M /Block ML,Molniya-1 nâ Â­130,Retired,108.84232047397124,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",11-03-1988,23:28:00,Ariane 3,"Spacenet 3R, Telecom 1C",Retired,140.87596899224806,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",14-03-1988,14:21:00,Tsyklon-2,Cosmos 1932,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",15-03-1988,18:49:00,Tsyklon-3,Cosmos 1933,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",17-03-1988,6:43:00,Vostok-2M,IRS-1A,Retired,108.84232047397124,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",17-03-1988,20:55:00,Molniya-M /Block ML,Molniya-1 nâ Â­131,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",22-03-1988,14:07:00,Cosmos-3M (11K65M),Cosmos 1934,Retired,108.84232047397124,Success
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",25-03-1988,19:50:00,Scout G1,San Marco 5,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",05-04-1988,14:31:00,Cosmos-3M (11K65M),Cosmos 1937,Retired,108.84232047397124,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20-04-1988,5:48:00,Vostok-2M,Cosmos 1939,Retired,108.84232047397124,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",15-05-1988,9:20:00,Zenit-2,Cosmos 1943,Retired,108.84232047397124,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",17-05-1988,23:58:00,Ariane 2,Intelsat 3AF13,Retired,140.87596899224806,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",26-05-1988,15:27:00,Molniya-M /Block ML,Molniya-3 nâ Â­132,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",28-05-1988,2:49:00,Tsyklon-2,Cosmos 1949,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",30-05-1988,7:59:00,Tsyklon-3,Cosmos 1950,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",01-06-1988,7:40:00,Tsyklon-3,Cosmos 1908,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",14-06-1988,3:17:00,Tsyklon-3,Cosmos 1953,Retired,108.84232047397124,Success
ESA,"ELA-2, Guiana Space Centre, French Guiana, France",15-06-1988,11:19:00,Ariane 44LP,"Meteosat 3, Panamsat-1, Oscar 13",Retired,37.0,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",21-06-1988,16:26:00,Cosmos-3M (11K65M),Cosmos 1954,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",05-07-1988,9:45:00,Tsyklon-3,Okean 1,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",14-07-1988,11:40:00,Cosmos-3M (11K65M),Cosmos 1958,Retired,108.84232047397124,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",18-07-1988,22:28:00,Cosmos-3M (11K65M),Cosmos 1959,Retired,108.84232047397124,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",21-07-1988,23:12:00,Ariane 3,"Insat 1C, Eutelsat-1 F5",Retired,140.87596899224806,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",26-07-1988,5:01:00,Tsyklon-3,Meteor-3 nâ Â­2,Retired,108.84232047397124,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28-07-1988,11:20:00,Cosmos-3M (11K65M),Cosmos 1960,Retired,108.84232047397124,Success
ISRO,"SLV LP, Satish Dhawan Space Centre, India",31-07-1988,9:18:00,ASLV,SROSS-B,Retired,32.49295774647887,Failure
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",05-08-1988,7:29:00,Long March 2C,FSW-1 No.2,Active,30.8,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",30-08-1988,14:14:00,Molniya-M /Block 2BL,Cosmos 1966,Retired,108.84232047397124,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",02-09-1988,12:05:00,Titan 34D,USA-31 (Vortex),Retired,80.15555555555555,Partial Failure
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",05-09-1988,9:25:00,Titan II(23)G,USA-32,Retired,35.0,Success
CASC,"Taiyuan Satellite Launch Center, China",06-09-1988,20:30:00,Long March 4A,Fengyun 1A,Retired,39.13066945606695,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",08-09-1988,23:00:00,Ariane 3,"GStar 5, SBS 5",Retired,140.87596899224806,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",16-09-1988,9:59:00,H-I UM-129A (9SO),Sakura 3B,Retired,95.1923076923077,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",24-09-1988,10:02:00,Atlas-E/F Star-37S-ISS,NOAA-H,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",29-09-1988,9:07:00,Molniya-M /Block ML,Molniya-3 nâ Â­134,Retired,108.84232047397124,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",29-09-1988,15:37:00,Space Shuttle Discovery,STS-26R,Retired,450.0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",03-10-1988,22:23:00,Molniya-M /Block 2BL,Cosmos 1974,Retired,108.84232047397124,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",11-10-1988,8:01:00,Tsyklon-3,Cosmos 1975,Retired,108.84232047397124,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",25-10-1988,18:02:00,Molniya-M /Block 2BL,Cosmos 1977,Retired,108.84232047397124,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",28-10-1988,2:17:00,Ariane 2,TDF-1,Retired,140.87596899224806,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",06-11-1988,18:03:00,Titan 34D,USA-33 (KH-11),Retired,80.15555555555555,Success
RVSN USSR,"Site 110/37, Baikonur Cosmodrome, Kazakhstan",15-11-1988,3:00:00,Energiya/Buran,Buran,Retired,108.84232047397124,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",18-11-1988,0:12:00,Tsyklon-2,Cosmos 1979,Retired,108.84232047397124,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",23-11-1988,14:50:00,Zenit-2,Cosmos 1980,Retired,108.84232047397124,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",02-12-1988,14:30:00,Space Shuttle Atlantis,STS-27R,Retired,450.0,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11-12-1988,0:33:00,Ariane 44LP,"Skynet 4B, Astra 1A",Retired,140.87596899224806,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",22-12-1988,12:40:00,Long March 3,DFH-2A-T3,Retired,39.13066945606695,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",22-12-1988,14:15:00,Molniya-M /Block ML,Molniya-3 nâ Â­135,Retired,108.84232047397124,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",28-12-1988,5:27:00,Molniya-M /Block ML,Molniya-1 nâ Â­136,Retired,108.84232047397124,Success
